TravYear,SegMode,DayType,FromStn_Short,ToStn_Short,FromStn_Long,ToStn_Long,SegDir,SegID,AvgDailyVol
2025,M,Sat,GV,BU,Granville Stn,Burrard Stn,Outbound,26,24129.84328
2025,M,Sat,GW,SR,Gateway Stn,Scott Road Stn,Inbound,19,23774.51096
2025,M,Sat,GW,SR,Gateway Stn,Scott Road Stn,Outbound,19,22785.20489
2025,M,Sat,HO,BR,Holdom Stn,Brentwood Stn,Inbound,40,11422.02631
2025,M,Sat,HO,BR,Holdom Stn,Brentwood Stn,Outbound,40,10679.02536
2025,M,Sat,IC,MC,Inlet Centre Stn,Moody Center Stn,Inbound,72,8546.852409
2025,M,Sat,IC,MC,Inlet Centre Stn,Moody Center Stn,Outbound,72,8408.043595
2025,M,Sat,JY,TN,Joyce Stn,29th Av Stn,Inbound,67,43755.90741
2025,M,Sat,JY,TN,Joyce Stn,29th Av Stn,Outbound,67,42485.92033
2025,M,Sat,KG,SC,King George Stn,Surrey Central Stn,Inbound,25,9751.16202
2025,M,Sat,KG,SC,King George Stn,Surrey Central Stn,Outbound,25,4953.891553
2025,M,Sat,LC,SP,Lake City Way Stn,Sperling Stn,Inbound,44,10206.59686
2025,M,Sat,LC,SP,Lake City Way Stn,Sperling Stn,Outbound,44,9866.356153
2025,M,Sat,LH,BD,Lougheed Stn,Braid Stn,Inbound,53,9057.437591
2025,M,Sat,LH,BD,Lougheed Stn,Braid Stn,Outbound,53,8945.367835
2025,M,Sat,LH,PW,Lougheed Stn,Production Way Stn,Inbound,50,10756.87825
2025,M,Sat,LH,PW,Lougheed Stn,Production Way Stn,Outbound,50,10520.18396
2025,M,Sat,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Inbound,78,1514.457528
2025,M,Sat,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Outbound,78,1535.278116
2025,M,Sat,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Inbound,76,4350.466781
2025,M,Sat,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Outbound,76,4137.449515
2025,M,Sat,MC,BQ,Moody Center Stn,Burquitlam Stn,Inbound,70,9522.234678
2025,M,Sat,MC,BQ,Moody Center Stn,Burquitlam Stn,Outbound,70,9376.818692
2025,M,Sat,MN,ST,Main Street Stn,Stadium Stn,Inbound,57,46722.38719
2025,M,Sat,MN,ST,Main Street Stn,Stadium Stn,Outbound,57,44542.10472
2025,M,Sat,MT,PT,Metrotown Stn,Patterson Stn,Inbound,4,43135.21351
2025,M,Sat,MT,PT,Metrotown Stn,Patterson Stn,Outbound,4,42062.36405
2025,M,Sat,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Inbound,62,44573.28038
2025,M,Sat,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Outbound,62,43150.90296
2025,M,Sat,NW,TS,New Westminster Stn,22nd St Stn,Inbound,12,36786.4699
2025,M,Sat,NW,TS,New Westminster Stn,22nd St Stn,Outbound,12,35343.47756
2025,M,Sat,PT,JY,Patterson Stn,Joyce Stn,Inbound,3,43636.38873
2025,M,Sat,PT,JY,Patterson Stn,Joyce Stn,Outbound,3,42661.23343
2025,M,Sat,PW,LC,Production Way Stn,Lake City Way Stn,Inbound,48,10132.00293
2025,M,Sat,PW,LC,Production Way Stn,Lake City Way Stn,Outbound,48,9820.353219
2025,M,Sat,RE,CM,Renfrew Stn,Commercial Drive Stn,Inbound,32,14041.18911
2025,M,Sat,RE,CM,Renfrew Stn,Commercial Drive Stn,Outbound,32,12945.39826
2025,M,Sat,RO,MT,Royal Oak Stn,Metrotown Stn,Inbound,6,42215.78991
2025,M,Sat,RO,MT,Royal Oak Stn,Metrotown Stn,Outbound,6,39853.96223
2025,M,Sat,RU,RE,Rupert Stn,Renfrew Stn,Inbound,34,13592.38173
2025,M,Sat,RU,RE,Rupert Stn,Renfrew Stn,Outbound,34,12688.63454
2025,M,Sat,SA,CO,Sapperton Stn,Columbia Stn,Inbound,16,11822.50733
2025,M,Sat,SA,CO,Sapperton Stn,Columbia Stn,Outbound,16,11572.20656
2025,M,Sat,SC,GW,Surrey Central Stn,Gateway Stn,Inbound,21,20396.25042
2025,M,Sat,SC,GW,Surrey Central Stn,Gateway Stn,Outbound,21,19776.31439
2025,M,Sat,SP,HO,Sperling Stn,Holdom Stn,Inbound,42,10572.89548
2025,M,Sat,SP,HO,Sperling Stn,Holdom Stn,Outbound,42,10067.61269
2025,M,Sat,SR,CO,Scott Road Stn,Columbia Stn,Inbound,17,28751.22688
2025,M,Sat,SR,CO,Scott Road Stn,Columbia Stn,Outbound,17,27744.81179
2025,M,Sat,ST,GV,Stadium Stn,Granville Stn,Inbound,46,38137.9473
2025,M,Sat,ST,GV,Stadium Stn,Granville Stn,Outbound,46,36797.20832
2025,M,Sat,TN,NA,29th Av Stn,Nanaimo Stn,Inbound,64,44229.52215
2025,M,Sat,TN,NA,29th Av Stn,Nanaimo Stn,Outbound,64,42868.55196
2025,M,Sat,TS,ED,22nd St Stn,Edmonds Stn,Inbound,10,37516.40891
2025,M,Sat,TS,ED,22nd St Stn,Edmonds Stn,Outbound,10,35578.37307
2025,M,Sun/Hol,BD,SA,Braid Stn,Sapperton Stn,Inbound,56,8028.979005
2025,M,Sun/Hol,BD,SA,Braid Stn,Sapperton Stn,Outbound,56,8094.06197
2025,M,Sun/Hol,BQ,LH,Burquitlam Stn,Lougheed Stn,Inbound,68,8226.108606
2025,M,Sun/Hol,BQ,LH,Burquitlam Stn,Lougheed Stn,Outbound,68,8310.258005
2025,M,Sun/Hol,BR,GM,Brentwood Stn,Gilmore Stn,Inbound,38,8858.488448
2025,M,Sun/Hol,BR,GM,Brentwood Stn,Gilmore Stn,Outbound,38,8834.407868
2025,M,Sun/Hol,BU,WF,Burrard Stn,Waterfront Stn - Expo/SeaBus,Inbound,23,9325.969978
2025,M,Sun/Hol,BU,WF,Burrard Stn,Waterfront Stn - Expo/SeaBus,Outbound,23,11162.46514
2025,M,Sun/Hol,BW,CM,Commercial-Broadway Stn,Commercial Drive Stn,Inbound,59,10527.23158
2025,M,Sun/Hol,BW,CM,Commercial-Broadway Stn,Commercial Drive Stn,Outbound,59,11227.29817
2025,M,Sun/Hol,BW,MN,Commercial-Broadway Stn,Main Street Stn,Inbound,60,37313.95992
2025,M,Sun/Hol,BW,MN,Commercial-Broadway Stn,Main Street Stn,Outbound,60,37749.65768
2025,M,Sun/Hol,CC,IC,Coquitlam Central Stn - Millennium,Inlet Centre Stn,Inbound,74,5735.477777
2025,M,Sun/Hol,CC,IC,Coquitlam Central Stn - Millennium,Inlet Centre Stn,Outbound,74,5762.315895
2025,M,Sun/Hol,CM,VC,Commercial Drive Stn,VCC-Clark Stn,Inbound,29,825.7228305
2025,M,Sun/Hol,CM,VC,Commercial Drive Stn,VCC-Clark Stn,Outbound,29,923.0645943
2025,M,Sun/Hol,CO,NW,Columbia Stn,New Westminster Stn,Inbound,14,26896.01654
2025,M,Sun/Hol,CO,NW,Columbia Stn,New Westminster Stn,Outbound,14,26094.8672
2025,M,Sun/Hol,ED,RO,Edmonds Stn,Royal Oak Stn,Inbound,8,30845.6334
2025,M,Sun/Hol,ED,RO,Edmonds Stn,Royal Oak Stn,Outbound,8,29798.47712
2025,M,Sun/Hol,GM,RU,Gilmore Stn,Rupert Stn,Inbound,36,9306.69779
2025,M,Sun/Hol,GM,RU,Gilmore Stn,Rupert Stn,Outbound,36,9109.68272
2025,M,Sun/Hol,GV,BU,Granville Stn,Burrard Stn,Inbound,26,17398.24532
2025,M,Sun/Hol,GV,BU,Granville Stn,Burrard Stn,Outbound,26,19478.47677
2025,M,Sun/Hol,GW,SR,Gateway Stn,Scott Road Stn,Inbound,19,18477.04136
2025,M,Sun/Hol,GW,SR,Gateway Stn,Scott Road Stn,Outbound,19,18004.01193
2025,M,Sun/Hol,HO,BR,Holdom Stn,Brentwood Stn,Inbound,40,8096.341416
2025,M,Sun/Hol,HO,BR,Holdom Stn,Brentwood Stn,Outbound,40,7862.46128
2025,M,Sun/Hol,IC,MC,Inlet Centre Stn,Moody Center Stn,Inbound,72,6327.296473
2025,M,Sun/Hol,IC,MC,Inlet Centre Stn,Moody Center Stn,Outbound,72,6336.1571
2025,M,Sun/Hol,JY,TN,Joyce Stn,29th Av Stn,Inbound,67,33444.29976
2025,M,Sun/Hol,JY,TN,Joyce Stn,29th Av Stn,Outbound,67,33730.63812
2025,M,Sun/Hol,KG,SC,King George Stn,Surrey Central Stn,Inbound,25,7471.364634
2025,M,Sun/Hol,KG,SC,King George Stn,Surrey Central Stn,Outbound,25,3848.605969
2025,M,Sun/Hol,LC,SP,Lake City Way Stn,Sperling Stn,Inbound,44,7217.373777
2025,M,Sun/Hol,LC,SP,Lake City Way Stn,Sperling Stn,Outbound,44,7180.514003
2025,M,Sun/Hol,LH,BD,Lougheed Stn,Braid Stn,Inbound,53,6837.115426
2025,M,Sun/Hol,LH,BD,Lougheed Stn,Braid Stn,Outbound,53,6853.668067
2025,M,Sun/Hol,LH,PW,Lougheed Stn,Production Way Stn,Inbound,50,7719.581907
2025,M,Sun/Hol,LH,PW,Lougheed Stn,Production Way Stn,Outbound,50,7732.965326
2025,M,Sun/Hol,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Inbound,78,1175.61036
2025,M,Sun/Hol,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Outbound,78,1249.182318
2025,M,Sun/Hol,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Inbound,76,3326.764871
2025,M,Sun/Hol,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Outbound,76,3206.861095
2025,M,Sun/Hol,MC,BQ,Moody Center Stn,Burquitlam Stn,Inbound,70,7011.16287
2025,M,Sun/Hol,MC,BQ,Moody Center Stn,Burquitlam Stn,Outbound,70,7003.724119
2025,M,Sun/Hol,MN,ST,Main Street Stn,Stadium Stn,Inbound,57,35242.94082
2025,M,Sun/Hol,MN,ST,Main Street Stn,Stadium Stn,Outbound,57,35504.4052
2025,M,Sun/Hol,MT,PT,Metrotown Stn,Patterson Stn,Inbound,4,33393.33812
2025,M,Sun/Hol,MT,PT,Metrotown Stn,Patterson Stn,Outbound,4,33475.7174
2025,M,Sun/Hol,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Inbound,62,34020.01077
2025,M,Sun/Hol,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Outbound,62,34371.66058
2025,M,Sun/Hol,NW,TS,New Westminster Stn,22nd St Stn,Inbound,12,27942.56608
2025,M,Sun/Hol,NW,TS,New Westminster Stn,22nd St Stn,Outbound,12,27419.56791
2025,M,Sun/Hol,PT,JY,Patterson Stn,Joyce Stn,Inbound,3,33745.93131
2025,M,Sun/Hol,PT,JY,Patterson Stn,Joyce Stn,Outbound,3,34019.64081
2025,M,Sun/Hol,PW,LC,Production Way Stn,Lake City Way Stn,Inbound,48,7172.138689
2025,M,Sun/Hol,PW,LC,Production Way Stn,Lake City Way Stn,Outbound,48,7148.498267
2025,M,Sun/Hol,RE,CM,Renfrew Stn,Commercial Drive Stn,Inbound,32,10007.1233
2025,M,Sun/Hol,RE,CM,Renfrew Stn,Commercial Drive Stn,Outbound,32,9596.392828
2025,M,Sun/Hol,RO,MT,Royal Oak Stn,Metrotown Stn,Inbound,6,32180.1183
2025,M,Sun/Hol,RO,MT,Royal Oak Stn,Metrotown Stn,Outbound,6,31153.72965
2025,M,Sun/Hol,RU,RE,Rupert Stn,Renfrew Stn,Inbound,34,9729.776041
2025,M,Sun/Hol,RU,RE,Rupert Stn,Renfrew Stn,Outbound,34,9468.618801
2025,M,Sun/Hol,SA,CO,Sapperton Stn,Columbia Stn,Inbound,16,8920.810687
2025,M,Sun/Hol,SA,CO,Sapperton Stn,Columbia Stn,Outbound,16,8824.462269
2025,M,Sun/Hol,SC,GW,Surrey Central Stn,Gateway Stn,Inbound,21,15831.63436
2025,M,Sun/Hol,SC,GW,Surrey Central Stn,Gateway Stn,Outbound,21,15603.19353
2025,M,Sun/Hol,SP,HO,Sperling Stn,Holdom Stn,Inbound,42,7483.169294
2025,M,Sun/Hol,SP,HO,Sperling Stn,Holdom Stn,Outbound,42,7377.311481
2025,M,Sun/Hol,SR,CO,Scott Road Stn,Columbia Stn,Inbound,17,22109.16326
2025,M,Sun/Hol,SR,CO,Scott Road Stn,Columbia Stn,Outbound,17,21723.44868
2025,M,Sun/Hol,ST,GV,Stadium Stn,Granville Stn,Inbound,46,29526.75564
2025,M,Sun/Hol,ST,GV,Stadium Stn,Granville Stn,Outbound,46,29827.09144
2025,M,Sun/Hol,TN,NA,29th Av Stn,Nanaimo Stn,Inbound,64,33743.60377
2025,M,Sun/Hol,TN,NA,29th Av Stn,Nanaimo Stn,Outbound,64,34114.40423
2025,M,Sun/Hol,TS,ED,22nd St Stn,Edmonds Stn,Inbound,10,28467.02106
2025,M,Sun/Hol,TS,ED,22nd St Stn,Edmonds Stn,Outbound,10,27666.88296
